,ID,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime,era5_new_date,era5_plusminus,era5_precip,era5_temp
173,271,284,AC-34,B,AC-34B,2022-03-13,85,85,,16.41726798,66.06140904,564165.8276,7327480.284,08:59:00,2022-03-12,minus,0.0,-2.1
120,169,177,AC-43,B,AC-43B,2018-03-31,40,40,-10.0,15.29647724,66.09173882,513407.6892,7330167.287,08:52:30,2018-03-30,minus,0.1,-7.2
122,170,178,AC-23,B,AC-23B,2018-03-30,120,120,-8.0,15.45909231,66.2246367,520653.0315,7345024.777,09:10:00,2018-03-29,minus,0.1,-9.0
124,171,179,AC-21,B,AC-21B,2018-03-30,80,80,-5.0,15.58142379,66.32569497,526051.5524,7356334.762,10:47:30,2018-03-29,minus,0.1,-9.0
126,172,180,AC-22,B,AC-22B,2018-03-30,60,60,-5.0,15.6976547,66.29959822,531291.7265,7353479.21,12:35:00,2018-03-29,minus,0.1,-9.0
128,173,181,AC-42,B,AC-42B,2018-03-29,110,110,-10.0,15.76104404,65.87253495,534712.811,7305912.951,11:30:00,2018-03-28,minus,0.1,-7.7
130,174,182,AC-37,B,AC-37B,2018-03-15,45,45,-15.0,15.93669383,65.93795328,542615.3144,7313312.254,12:55:00,2018-03-14,minus,0.1,-15.6
132,176,184,AC-39,B,AC-39B,2018-03-15,120,120,-15.0,16.0215596,65.89003991,546562.9883,7308032.57,11:19:00,2018-03-14,minus,0.1,-15.6
134,177,185,AC-38,B,AC-38B,2018-03-15,120,120,-15.0,16.06601119,65.92904529,548515.1091,7312413.359,10:00:00,2018-03-14,minus,0.1,-15.6
136,178,186,AC-40,B,AC-40B,2018-03-16,115,115,-15.0,16.17741866,65.87209272,553703.9877,7306156.875,11:42:30,2018-03-15,minus,0.0,-17.8
137,179,187,AC-41,B,AC-41B,2018-03-16,200,200,-20.0,16.35196411,65.83569752,561751.7168,7302261.377,10:17:30,2018-03-15,minus,0.0,-17.8
138,180,188,AC-31,B,AC-31B,2018-03-16,125,125,-10.0,15.63274264,66.01705338,528698.4479,7321955.65,13:52:30,2018-03-15,minus,0.0,-17.8
143,185,193,AC-24,B,AC-24B,2018-03-30,90,90,-5.0,15.75089585,66.21837029,533788.2675,7344453.175,14:02:30,2018-03-29,minus,0.1,-9.0
145,186,194,AC-25,B,AC-25B,2018-04-02,110,110,-5.0,15.92210788,66.22488338,541481.2433,7345282.029,15:20:00,2018-04-01,minus,0.2,-8.9
147,187,195,AC-26,B,AC-26B,2018-04-02,75,75,-5.0,16.06001278,66.19911613,547733.1046,7342508.393,13:45:00,2018-04-01,minus,0.2,-8.9
149,188,196,AC-29,B,AC-29B,2018-04-02,90,90,-5.0,16.13381444,66.1455831,551164.1776,7336600.318,12:12:30,2018-04-01,minus,0.2,-8.9
154,198,209,AC-33,B,AC-33B,2019-03-05,10,10,-10.0,16.12502754,66.06502455,550928.8997,7327614.924,14:30:00,2019-03-04,minus,0.0,-17.5
155,199,210,AC-31,B,AC-31B,2019-03-05,50,50,-15.0,15.63274264,66.01705338,528698.4479,7321955.65,12:00:00,2019-03-04,minus,0.0,-17.5
156,200,211,AC-38,B,AC-38B,2019-03-05,80,80,-20.0,16.06601119,65.92904529,548515.1091,7312413.359,08:45:00,2019-03-04,minus,0.0,-17.5
157,201,212,AC-37,B,AC-37B,2019-03-05,40,40,-17.0,15.93669383,65.93795328,542615.3144,7313312.254,10:00:00,2019-03-04,minus,0.0,-17.5
161,214,227,AC-33,B,AC-33B,2020-02-26,90,90,-15.0,16.12502754,66.06502455,550928.8997,7327614.924,13:17:30,2020-02-25,minus,0.1,-11.2
163,215,228,AC-42,B,AC-42B,2020-02-27,130,130,-15.0,15.76104404,65.87253495,534712.811,7305912.951,11:45:00,2020-02-26,minus,0.0,-15.4
166,248,261,AC-42,B,AC-42B,2021-03-16,85,85,-10.0,15.76104404,65.87253495,534712.811,7305912.951,08:15:00,2021-03-15,minus,0.1,-4.3
167,249,262,AC-31,B,AC-31B,2021-03-16,80,80,-5.0,15.63274264,66.01705338,528698.4479,7321955.65,12:58:00,2021-03-15,minus,0.1,-4.3
168,266,279,AC-31,B,AC-31B,2022-03-04,110,110,-11.5,15.63274264,66.01705338,528698.4479,7321955.65,07:21:30,2022-03-03,minus,0.1,-4.7
171,270,283,AC-30,B,AC-30B,2022-03-13,230,230,-5.0,16.3475215,66.10802569,560896.7912,7332605.764,10:54:30,2022-03-12,minus,0.0,-2.1
350,496,69,AC-41,C,AC-41C,2023-03-07,80,80,-22.0,16.30759412,65.80478255,559797.0704,7298773.267,08:30:00,2023-03-06,minus,0.2,-14.6
