ID,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime
220,233,AC-39,B,AC-39B,2020-04-06,170,170,-10.0,16.0215596,65.89003991,546562.9883,7308032.57,06:38:30
221,234,AC-36,B,AC-36B,2020-04-21,90,90,-2.0,16.76838233,66.0304171,580156.6735,7324430.853,04:36:00
222,235,AC-35,B,AC-35B,2020-04-22,160,160,-6.0,16.55437651,66.02318273,570477.9784,7323367.637,04:21:00
223,236,AC-28,B,AC-28B,2020-04-27,60,60,-1.0,15.93648025,66.15941633,542236.8719,7337994.957,08:59:30
224,237,AC-23,B,AC-23B,2020-04-28,125,125,-3.0,15.45909231,66.2246367,520653.0315,7345024.777,04:47:30
225,238,AC-22,B,AC-22B,2020-04-28,240+,240,-1.0,15.6976547,66.29959822,531291.7265,7353479.21,08:20:30
226,239,AC-21,B,AC-21B,2020-04-28,195,195,-3.0,15.58142379,66.32569497,526051.5524,7356334.762,06:13:30
227,240,AC-31,B,AC-31B,2020-04-28,135,135,-10.0,15.63274264,66.01705338,528698.4479,7321955.65,12:34:00
228,241,AC-32,B,AC-32B,2020-04-28,240+,240,-1.0,15.96743701,66.06109946,543802.1738,7327058.39,11:56:00
229,242,AC-34,B,AC-34B,2020-04-29,195,195,-5.0,16.41726798,66.06140904,564165.8276,7327480.284,03:16:00
230,243,AC-30,B,AC-30B,2020-04-29,90,90,-5.0,16.3475215,66.10802569,560896.7912,7332605.764,04:20:30
231,244,AC-29,B,AC-29B,2020-04-29,160,160,-5.0,16.13381444,66.1455831,551164.1776,7336600.318,05:48:00
232,245,AC-25,B,AC-25B,2020-04-29,50,50,-3.0,15.92210788,66.22488338,541481.2433,7345282.029,09:09:30
233,246,AC-24,B,AC-24B,2020-04-29,90,90,-2.0,15.75089585,66.21837029,533788.2675,7344453.175,10:17:30
234,247,AC-27,B,AC-27B,2020-05-01,240+,240,-5.0,15.77325645,66.10627946,534948.6291,7331971.961,05:02:30
235,248,AC-43,B,AC-43B,2020-05-09,85,85,-2.0,15.29647724,66.09173882,513407.6892,7330167.287,04:02:30
236,249,AC-46,B,AC-46B,2020-05-09,170,170,-3.0,15.26675247,66.15918547,512031.4368,7337679.111,06:15:30
237,250,AC-26,B,AC-26B,2020-04-29,85,85,-3.0,16.06001278,66.19911613,547733.1046,7342508.393,07:17:30
238,251,AC-22,B,AC-22B,2021-04-12,185,185,-5.0,15.6976547,66.29959822,531291.7265,7353479.21,08:17:00
239,252,AC-21,B,AC-21B,2021-04-12,100,100,-5.0,15.58142379,66.32569497,526051.5524,7356334.762,09:29:00
240,253,AC-23,B,AC-23B,2021-04-12,145,145,-5.0,15.45909231,66.2246367,520653.0315,7345024.777,11:43:30
241,254,AC-43,B,AC-43B,2021-04-17,95,95,-8.0,15.29647724,66.09173882,513407.6892,7330167.287,03:57:00
242,255,AC-46,B,AC-46B,2021-04-17,90,90,-6.0,15.26675247,66.15918547,512031.4368,7337679.111,05:50:00
243,256,AC-32,B,AC-32B,2021-05-03,130,130,-8.0,15.96743701,66.06109946,543802.1738,7327058.39,02:52:00
244,257,AC-27,B,AC-27B,2021-05-03,75,75,-8.0,15.77325645,66.10627946,534948.6291,7331971.961,04:06:00
245,258,AC-32,B,AC-32B,2021-03-10,240+,240,-15.0,15.96743701,66.06109946,543802.1738,7327058.39,07:26:30
246,259,AC-33,B,AC-33B,2021-03-10,90,90,-20.0,16.12502754,66.06502455,550928.8997,7327614.924,06:15:30
247,260,AC-41,B,AC-41B,2021-03-15,140,140,-10.0,16.35196411,65.83569752,561751.7168,7302261.377,05:54:00
248,261,AC-42,B,AC-42B,2021-03-16,85,85,-10.0,15.76104404,65.87253495,534712.811,7305912.951,08:15:00
249,262,AC-31,B,AC-31B,2021-03-16,80,80,-5.0,15.63274264,66.01705338,528698.4479,7321955.65,12:58:00
250,263,AC-38,B,AC-38B,2021-03-18,100,100,-10.0,16.06601119,65.92904529,548515.1091,7312413.359,05:28:30
251,264,AC-40,B,AC-40B,2021-03-18,85,85,-10.0,16.17741866,65.87209272,553703.9877,7306156.875,06:48:00
252,265,AC-39,B,AC-39B,2021-03-18,100,100,-10.0,16.0215596,65.89003991,546562.9883,7308032.57,07:49:00
253,266,AC-37,B,AC-37B,2021-03-18,30,30,-10.0,15.93669383,65.93795328,542615.3144,7313312.254,09:06:00
254,267,AC-35,B,AC-35B,2021-03-26,100,100,-8.0,16.55437651,66.02318273,570477.9784,7323367.637,05:22:30
255,268,AC-36,B,AC-36B,2021-03-26,80,80,-8.0,16.76838233,66.0304171,580156.6735,7324430.853,06:32:00
256,269,AC-34,B,AC-34B,2021-03-26,210,210,-6.0,16.41726798,66.06140904,564165.8276,7327480.284,08:01:00
257,270,AC-30,B,AC-30B,2021-03-26,180,180,-6.0,16.3475215,66.10802569,560896.7912,7332605.764,09:12:00
258,271,AC-29,B,AC-29B,2021-03-28,85,85,-5.0,16.13381444,66.1455831,551164.1776,7336600.318,05:13:30
259,272,AC-28,B,AC-28B,2021-03-28,40,40,-5.0,15.93648025,66.15941633,542236.8719,7337994.957,07:58:00
260,273,AC-26,B,AC-26B,2021-04-12,90,90,-11.0,16.06001278,66.19911613,547733.1046,7342508.393,03:56:30
261,274,AC-25,B,AC-25B,2021-04-12,145,145,,15.92210788,66.22488338,541481.2433,7345282.029,05:07:00
262,275,AC-24,B,AC-24B,2021-04-12,85,85,-10.0,15.75089585,66.21837029,533788.2675,7344453.175,06:47:30
263,276,AC-33,B,AC-33B,2022-01-31,30,30,-19.6,16.12502754,66.06502455,550928.8997,7327614.924,09:43:00
264,277,AC-40,B,AC-40B,2022-02-19,115,115,-15.0,16.17741866,65.87209272,553703.9877,7306156.875,09:56:30
265,278,AC-41,B,AC-41B,2022-02-19,210,210,-15.0,16.35196411,65.83569752,561751.7168,7302261.377,08:13:00
266,279,AC-31,B,AC-31B,2022-03-04,110,110,-11.5,15.63274264,66.01705338,528698.4479,7321955.65,07:21:30
267,280,AC-39,B,AC-39B,2022-03-09,135,135,-7.0,16.0215596,65.89003991,546562.9883,7308032.57,08:27:30
268,281,AC-28,B,AC-28B,2022-03-12,50,50,-3.0,15.93648025,66.15941633,542236.8719,7337994.957,07:00:00
269,282,AC-32,B,AC-32B,2022-03-12,130,130,0.0,15.96743701,66.06109946,543802.1738,7327058.39,09:26:30
270,283,AC-30,B,AC-30B,2022-03-13,230,230,-5.0,16.3475215,66.10802569,560896.7912,7332605.764,10:54:30
271,284,AC-34,B,AC-34B,2022-03-13,85,85,,16.41726798,66.06140904,564165.8276,7327480.284,08:59:00
272,285,AC-35,B,AC-35B,2022-03-13,120,120,-8.4,16.55437651,66.02318273,570477.9784,7323367.637,05:40:30
273,286,AC-36,B,AC-36B,2022-03-13,60,60,-5.0,16.76838233,66.0304171,580156.6735,7324430.853,06:57:00
274,287,AC-21,B,AC-21B,2022-03-14,145,145,-1.0,15.58142379,66.32569497,526051.5524,7356334.762,14:24:30
275,288,AC-24,B,AC-24B,2022-03-14,85,85,-2.0,15.75089585,66.21837029,533788.2675,7344453.175,11:30:00
276,289,AC-25,B,AC-25B,2022-03-14,145,145,-2.0,15.92210788,66.22488338,541481.2433,7345282.029,09:48:00
277,290,AC-26,B,AC-26B,2022-03-14,70,70,-6.0,16.06001278,66.19911613,547733.1046,7342508.393,08:07:00
278,291,AC-29,B,AC-29B,2022-03-14,130,130,-8.4,16.13381444,66.1455831,551164.1776,7336600.318,06:34:30
279,292,AC-23,B,AC-23B,2022-03-15,170,170,-1.0,15.45909231,66.2246367,520653.0315,7345024.777,10:37:00
280,293,AC-38,B,AC-38B,2022-03-15,95,95,-17.0,16.06601119,65.92904529,548515.1091,7312413.359,07:18:30
281,294,AC-43,B,AC-43B,2022-03-15,35,35,-4.0,15.29647724,66.09173882,513407.6892,7330167.287,07:22:30
282,295,AC-46,B,AC-46B,2022-03-15,125,125,-3.0,15.26675247,66.15918547,512031.4368,7337679.111,08:55:00
283,296,AC-22,B,AC-22B,2022-03-16,190,190,-2.0,15.6976547,66.29959822,531291.7265,7353479.21,13:09:00
284,297,AC-42,B,AC-42B,2022-03-16,100,100,,15.76104404,65.87253495,534712.811,7305912.951,09:48:00
285,298,AC-37,B,AC-37B,2022-04-15,50,50,-5.0,15.93669383,65.93795328,542615.3144,7313312.254,10:06:00
286,299,AC-42,C,AC-42C,2017-02-21,110,110,-5.0,15.68504701,65.89042994,531224.7772,7307867.528,10:50:00
287,300,AC-38,C,AC-38C,2017-02-26,75,75,-10.0,16.11606048,65.89957289,550851.1264,7309168.337,08:55:00
288,301,AC-37,C,AC-37C,2017-02-26,20,20,-8.0,15.89264784,65.90691896,540660.7363,7309824.185,11:27:30
289,302,AC-31,C,AC-31C,2017-02-26,65,65,-8.0,15.68346284,65.98772306,531034.4515,7318710.707,13:52:30
290,303,AC-39,C,AC-39C,2017-03-04,30,30,-15.0,15.99713695,65.85558969,545510.8611,7304175.201,09:35:00
291,304,AC-40,C,AC-40C,2017-03-04,155,155,-9.0,16.13319552,65.84112738,551749.3676,7302668.783,11:12:30
292,305,AC-41,C,AC-41C,2017-03-04,125,125,-9.0,16.30759412,65.80478255,559797.0704,7298773.267,12:50:00
293,306,AC-33,C,AC-33C,2017-03-04,40,40,-7.0,16.08053297,66.03404496,548974.3517,7324126.804,14:57:30
294,307,AC-32,C,AC-32C,2017-03-05,185,185,-14.0,15.94437763,66.0264787,542816.3157,7323183.87,10:27:30
295,308,AC-27,C,AC-27C,2017-03-05,140,140,-10.0,15.80351497,66.07257278,536364.3222,7328232.328,12:15:00
296,309,AC-30,C,AC-30C,2017-03-06,35,35,-10.0,16.40948664,66.08242527,563760.9059,7329814.416,10:15:00
297,310,AC-34,C,AC-34C,2017-03-06,45,45,-10.0,16.38630033,66.02781699,562846.7651,7323705.379,11:20:00
298,311,AC-35,C,AC-35C,2017-03-06,75,75,-10.0,16.63015012,66.00485918,573966.1625,7321413.04,12:47:30
299,312,AC-36,C,AC-36C,2017-03-17,130,130,-10.0,16.83500371,66.00692786,583252.4008,7321900.346,14:00:00
300,313,AC-29,C,AC-29C,2017-03-17,185,185,-10.0,16.21388604,66.13022809,554810.2752,7334956.739,11:07:30
301,314,AC-26,C,AC-26C,2017-03-17,100,100,-15.0,16.12773116,66.17593417,550828.7822,7339978.009,07:05:00
302,315,AC-25,C,AC-25C,2017-03-31,95,95,-10.0,15.92966596,66.18915009,541880.3604,7341304.369,08:35:00
303,316,AC-24,C,AC-24C,2017-03-31,60,60,-8.0,15.78131809,66.18466847,535204.0008,7340713.562,10:02:30
304,317,AC-22,C,AC-22C,2017-03-17,215,215,-7.0,15.74886754,66.27024759,533627.8269,7350234.324,11:42:30
305,318,AC-21,C,AC-21C,2017-03-17,95,95,-5.0,15.54403889,66.2931197,524408.0744,7352688.726,13:15:30
306,319,AC-23,C,AC-23C,2017-04-18,45,45,-10.0,15.40240613,66.19702191,518122.7213,7341929.176,08:50:00
307,320,AC-28,C,AC-28C,2017-04-14,50,50,,15.90602943,66.12572896,540917.8704,7334220.113,12:55:00
308,321,AC-33,C,AC-33C,2017-04-16,40,40,-8.0,16.08053297,66.03404496,548974.3517,7324126.804,09:05:00
309,322,AC-37,C,AC-37C,2017-04-16,35,35,-10.0,15.89264784,65.90691896,540660.7363,7309824.185,06:00:00
310,323,AC-43,C,AC-43C,2017-04-18,95,95,-5.0,15.2080681,66.09142172,509409.665,7330115.849,12:12:30
311,324,AC-46,C,AC-46C,2017-04-18,30,30,-5.0,15.18055162,66.16762289,508140.7873,7338605.705,10:38:00
312,325,AC-46,C,AC-46C,2018-03-31,90,90,-10.0,15.18055162,66.16762289,508140.7873,7338605.705,10:32:30
313,326,AC-43,C,AC-43C,2018-03-31,80,80,-10.0,15.2080681,66.09142172,509409.665,7330115.849,08:52:30
314,327,AC-23,C,AC-23C,2018-03-30,65,65,-8.0,15.40240613,66.19702191,518122.7213,7341929.176,09:10:00
315,328,AC-21,C,AC-21C,2018-03-30,25,25,-5.0,15.54403889,66.2931197,524408.0744,7352688.726,10:47:30
316,329,AC-22,C,AC-22C,2018-03-30,65,65,-5.0,15.74886754,66.27024759,533627.8269,7350234.324,12:35:00
317,330,AC-42,C,AC-42C,2018-03-29,110,110,-10.0,15.68504701,65.89042994,531224.7772,7307867.528,11:30:00
318,331,AC-37,C,AC-37C,2018-03-15,10,10,-15.0,15.89264784,65.90691896,540660.7363,7309824.185,12:55:00
319,332,AC-37,C,AC-37C,2018-04-17,0,0,0.0,15.89264784,65.90691896,540660.7363,7309824.185,11:22:30
320,333,AC-39,C,AC-39C,2018-03-15,85,85,-15.0,15.99713695,65.85558969,545510.8611,7304175.201,11:19:00
321,334,AC-38,C,AC-38C,2018-03-15,130,130,-15.0,16.11606048,65.89957289,550851.1264,7309168.337,10:00:00
322,335,AC-40,C,AC-40C,2018-03-16,200,200,-15.0,16.13319552,65.84112738,551749.3676,7302668.783,11:42:30
323,336,AC-41,C,AC-41C,2018-03-16,165,165,-20.0,16.30759412,65.80478255,559797.0704,7298773.267,10:17:30
324,337,AC-31,C,AC-31C,2018-03-16,145,145,-10.0,15.68346284,65.98772306,531034.4515,7318710.707,13:52:30
325,338,AC-27,C,AC-27C,2018-03-28,220,220,-8.0,15.80351497,66.07257278,536364.3222,7328232.328,13:10:00
326,339,AC-28,C,AC-28C,2018-03-28,30,30,-8.0,15.90602943,66.12572896,540917.8704,7334220.113,10:47:30
327,340,AC-32,C,AC-32C,2018-03-28,190,190,-5.0,15.94437763,66.0264787,542816.3157,7323183.87,14:37:30
328,341,AC-33,C,AC-33C,2018-03-28,70,70,-10.0,16.08053297,66.03404496,548974.3517,7324126.804,08:35:00
329,342,AC-24,C,AC-24C,2018-03-30,30,30,-5.0,15.78131809,66.18466847,535204.0008,7340713.562,14:02:30
330,343,AC-25,C,AC-25C,2018-04-02,125,125,-5.0,15.92966596,66.18915009,541880.3604,7341304.369,15:20:00
331,344,AC-26,C,AC-26C,2018-04-02,50,50,-5.0,16.12773116,66.17593417,550828.7822,7339978.009,13:45:00
332,345,AC-29,C,AC-29C,2018-04-02,85,85,-5.0,16.21388604,66.13022809,554810.2752,7334956.739,12:12:30
333,346,AC-30,C,AC-30C,2018-03-23,70,70,-10.0,16.40948664,66.08242527,563760.9059,7329814.416,13:00:00
334,347,AC-34,C,AC-34C,2018-03-23,75,75,-10.0,16.38630033,66.02781699,562846.7651,7323705.379,11:22:30
335,348,AC-35,C,AC-35C,2018-03-23,110,110,-10.0,16.63015012,66.00485918,573966.1625,7321413.04,09:32:30
336,349,AC-36,C,AC-36C,2018-03-23,150,150,-15.0,16.83500371,66.00692786,583252.4008,7321900.346,08:12:30
337,350,AC-43,C,AC-43C,2019-04-03,135,135,-10.0,15.2080681,66.09142172,509409.665,7330115.849,08:55:00
338,351,AC-46,C,AC-46C,2019-04-05,10,10,-5.0,15.18055162,66.16762289,508140.7873,7338605.705,08:30:00
339,352,AC-32,C,AC-32C,2019-03-11,250+,250,-15.0,15.94437763,66.0264787,542816.3157,7323183.87,08:15:00
340,353,AC-27,C,AC-27C,2019-03-11,210,210,-15.0,15.80351497,66.07257278,536364.3222,7328232.328,10:15:00
341,354,AC-42,C,AC-42C,2019-03-11,110,110,-10.0,15.68504701,65.89042994,531224.7772,7307867.528,13:37:30
342,358,AC-33,C,AC-33C,2019-03-05,40,40,-10.0,16.08053297,66.03404496,548974.3517,7324126.804,14:30:00
343,359,AC-31,C,AC-31C,2019-03-05,50,50,-15.0,15.68346284,65.98772306,531034.4515,7318710.707,12:00:00
344,360,AC-38,C,AC-38C,2019-03-05,45,45,-20.0,16.11606048,65.89957289,550851.1264,7309168.337,08:45:00
345,361,AC-37,C,AC-37C,2019-03-05,45,45,-17.0,15.89264784,65.90691896,540660.7363,7309824.185,10:00:00
346,362,AC-28,C,AC-28C,2019-03-07,35,35,-15.0,15.90602943,66.12572896,540917.8704,7334220.113,10:12:30
347,363,AC-35,C,AC-35C,2019-03-15,80,80,-10.0,16.63015012,66.00485918,573966.1625,7321413.04,10:30:00
348,364,AC-36,C,AC-36C,2019-03-15,90,90,-10.0,16.83500371,66.00692786,583252.4008,7321900.346,12:02:30
349,365,AC-26,C,AC-26C,2019-03-26,30,30,-10.0,16.12773116,66.17593417,550828.7822,7339978.009,10:30:00
350,366,AC-25,C,AC-25C,2019-03-26,75,75,-10.0,15.92966596,66.18915009,541880.3604,7341304.369,12:07:30
351,367,AC-24,C,AC-24C,2019-03-26,55,55,-8.0,15.78131809,66.18466847,535204.0008,7340713.562,13:20:00
352,368,AC-29,C,AC-29C,2019-03-26,250,250,-10.0,16.21388604,66.13022809,554810.2752,7334956.739,09:00:00
353,369,AC-34,C,AC-34C,2019-03-16,30,30,-4.0,16.38630033,66.02781699,562846.7651,7323705.379,08:42:30
354,370,AC-30,C,AC-30C,2019-03-17,35,35,-20.0,16.40948664,66.08242527,563760.9059,7329814.416,07:47:30
355,371,AC-22,C,AC-22C,2019-04-08,170,170,,15.74886754,66.27024759,533627.8269,7350234.324,14:32:30
356,372,AC-21,C,AC-21C,2019-04-08,130,130,-8.0,15.54403889,66.2931197,524408.0744,7352688.726,11:40:00
357,375,AC-23,C,AC-23C,2019-04-08,60,60,-10.0,15.40240613,66.19702191,518122.7213,7341929.176,09:52:30
358,376,AC-33,C,AC-33C,2020-02-26,70,70,-15.0,16.08053297,66.03404496,548974.3517,7324126.804,13:17:30
359,377,AC-42,C,AC-42C,2020-02-27,135,135,-15.0,15.68504701,65.89042994,531224.7772,7307867.528,11:45:00
360,378,AC-40,C,AC-40C,2020-03-19,230+,230,-5.0,16.13319552,65.84112738,551749.3676,7302668.783,06:31:30
361,379,AC-41,C,AC-41C,2020-03-19,220,220,-5.0,16.30759412,65.80478255,559797.0704,7298773.267,05:15:30
362,380,AC-37,C,AC-37C,2020-04-05,55,55,-15.0,15.89264784,65.90691896,540660.7363,7309824.185,04:19:00
363,381,AC-38,C,AC-38C,2020-04-05,150,150,-10.0,16.11606048,65.89957289,550851.1264,7309168.337,05:36:00
364,382,AC-39,C,AC-39C,2020-04-06,170,170,-10.0,15.99713695,65.85558969,545510.8611,7304175.201,06:38:30
365,383,AC-36,C,AC-36C,2020-04-21,130,130,-2.0,16.83500371,66.00692786,583252.4008,7321900.346,04:36:00
366,384,AC-35,C,AC-35C,2020-04-22,110,110,-6.0,16.63015012,66.00485918,573966.1625,7321413.04,04:21:00
367,385,AC-28,C,AC-28C,2020-04-27,30,30,-1.0,15.90602943,66.12572896,540917.8704,7334220.113,08:59:30
368,386,AC-23,C,AC-23C,2020-04-28,95,95,-3.0,15.40240613,66.19702191,518122.7213,7341929.176,04:47:30
369,387,AC-22,C,AC-22C,2020-04-28,240+,240,-1.0,15.74886754,66.27024759,533627.8269,7350234.324,08:20:30
370,388,AC-21,C,AC-21C,2020-04-28,165,165,-3.0,15.54403889,66.2931197,524408.0744,7352688.726,06:13:30
371,389,AC-31,C,AC-31C,2020-04-28,90,90,-10.0,15.68346284,65.98772306,531034.4515,7318710.707,12:34:00
372,390,AC-32,C,AC-32C,2020-04-28,240+,240,-1.0,15.94437763,66.0264787,542816.3157,7323183.87,11:56:00
373,391,AC-34,C,AC-34C,2020-04-29,70,70,-5.0,16.38630033,66.02781699,562846.7651,7323705.379,03:16:00
374,392,AC-30,C,AC-30C,2020-04-29,90,90,-5.0,16.40948664,66.08242527,563760.9059,7329814.416,04:20:30
375,393,AC-29,C,AC-29C,2020-04-29,240+,240,-5.0,16.21388604,66.13022809,554810.2752,7334956.739,05:48:00
376,394,AC-25,C,AC-25C,2020-04-29,210,210,-3.0,15.92966596,66.18915009,541880.3604,7341304.369,09:09:30
377,395,AC-24,C,AC-24C,2020-04-29,150,150,-2.0,15.78131809,66.18466847,535204.0008,7340713.562,10:17:30
378,396,AC-27,C,AC-27C,2020-05-01,240+,240,-5.0,15.80351497,66.07257278,536364.3222,7328232.328,05:02:30
379,397,AC-43,C,AC-43C,2020-05-09,240+,240,-2.0,15.2080681,66.09142172,509409.665,7330115.849,04:02:30
380,398,AC-46,C,AC-46C,2020-05-09,200,200,-3.0,15.18055162,66.16762289,508140.7873,7338605.705,06:15:30
381,399,AC-26,C,AC-26C,2020-04-29,130,130,-3.0,16.12773116,66.17593417,550828.7822,7339978.009,07:17:30
382,400,AC-22,C,AC-22C,2021-04-12,140,140,-5.0,15.74886754,66.27024759,533627.8269,7350234.324,08:17:00
383,401,AC-21,C,AC-21C,2021-04-12,90,90,-5.0,15.54403889,66.2931197,524408.0744,7352688.726,09:29:00
384,402,AC-23,C,AC-23C,2021-04-12,45,45,-5.0,15.40240613,66.19702191,518122.7213,7341929.176,11:43:30
385,403,AC-43,C,AC-43C,2021-04-17,100,100,-8.0,15.2080681,66.09142172,509409.665,7330115.849,03:57:00
386,404,AC-46,C,AC-46C,2021-04-17,80,80,-6.0,15.18055162,66.16762289,508140.7873,7338605.705,05:50:00
387,405,AC-32,C,AC-32C,2021-05-03,240+,240,-8.0,15.94437763,66.0264787,542816.3157,7323183.87,02:52:00
388,406,AC-27,C,AC-27C,2021-05-03,240,240,-8.0,15.80351497,66.07257278,536364.3222,7328232.328,04:06:00
389,408,AC-33,C,AC-33C,2021-03-10,75,75,-20.0,16.08053297,66.03404496,548974.3517,7324126.804,06:15:30
390,409,AC-41,C,AC-41C,2021-03-15,100,100,-10.0,16.30759412,65.80478255,559797.0704,7298773.267,05:54:00
391,410,AC-42,C,AC-42C,2021-03-16,90,90,-10.0,15.68504701,65.89042994,531224.7772,7307867.528,08:15:00
392,411,AC-31,C,AC-31C,2021-03-16,150,150,-5.0,15.68346284,65.98772306,531034.4515,7318710.707,12:58:00
393,412,AC-38,C,AC-38C,2021-03-18,85,85,-10.0,16.11606048,65.89957289,550851.1264,7309168.337,05:28:30
394,413,AC-40,C,AC-40C,2021-03-18,160,160,-10.0,16.13319552,65.84112738,551749.3676,7302668.783,06:48:00
395,414,AC-39,C,AC-39C,2021-03-18,80,80,-10.0,15.99713695,65.85558969,545510.8611,7304175.201,07:49:00
396,415,AC-37,C,AC-37C,2021-03-18,25,25,-10.0,15.89264784,65.90691896,540660.7363,7309824.185,09:06:00
397,416,AC-35,C,AC-35C,2021-03-26,90,90,-8.0,16.63015012,66.00485918,573966.1625,7321413.04,05:22:30
398,417,AC-36,C,AC-36C,2021-03-26,125,125,-8.0,16.83500371,66.00692786,583252.4008,7321900.346,06:32:00
399,418,AC-34,C,AC-34C,2021-03-26,30,30,-6.0,16.38630033,66.02781699,562846.7651,7323705.379,08:01:00
400,419,AC-30,C,AC-30C,2021-03-26,50,50,-6.0,16.40948664,66.08242527,563760.9059,7329814.416,09:12:00
401,420,AC-29,C,AC-29C,2021-03-28,90,90,-5.0,16.21388604,66.13022809,554810.2752,7334956.739,05:13:30
402,421,AC-28,C,AC-28C,2021-03-28,30,30,-5.0,15.90602943,66.12572896,540917.8704,7334220.113,07:58:00
403,422,AC-26,C,AC-26C,2021-04-12,75,75,-11.0,16.12773116,66.17593417,550828.7822,7339978.009,03:56:30
404,423,AC-25,C,AC-25C,2021-04-12,150,150,,15.92966596,66.18915009,541880.3604,7341304.369,05:07:00
405,424,AC-24,C,AC-24C,2021-04-12,35,35,-10.0,15.78131809,66.18466847,535204.0008,7340713.562,06:47:30
406,425,AC-33,C,AC-33C,2022-01-31,35,35,-19.6,16.08053297,66.03404496,548974.3517,7324126.804,09:43:00
407,426,AC-40,C,AC-40C,2022-02-19,175,175,-15.0,16.13319552,65.84112738,551749.3676,7302668.783,09:56:30
408,427,AC-41,C,AC-41C,2022-02-19,120,120,-15.0,16.30759412,65.80478255,559797.0704,7298773.267,08:13:00
409,428,AC-31,C,AC-31C,2022-03-04,70,70,-11.5,15.68346284,65.98772306,531034.4515,7318710.707,07:21:30
410,429,AC-39,C,AC-39C,2022-03-09,40,40,-7.0,15.99713695,65.85558969,545510.8611,7304175.201,08:27:30
411,430,AC-28,C,AC-28C,2022-03-12,45,45,-3.0,15.90602943,66.12572896,540917.8704,7334220.113,07:00:00
412,431,AC-32,C,AC-32C,2022-03-12,165,165,0.0,15.94437763,66.0264787,542816.3157,7323183.87,09:26:30
413,432,AC-30,C,AC-30C,2022-03-13,75,75,-5.0,16.40948664,66.08242527,563760.9059,7329814.416,10:54:30
414,433,AC-34,C,AC-34C,2022-03-13,75,75,,16.38630033,66.02781699,562846.7651,7323705.379,08:59:00
415,434,AC-35,C,AC-35C,2022-03-13,85,85,-8.4,16.63015012,66.00485918,573966.1625,7321413.04,05:40:30
416,435,AC-36,C,AC-36C,2022-03-13,150,150,-5.0,16.83500371,66.00692786,583252.4008,7321900.346,06:57:00
417,436,AC-21,C,AC-21C,2022-03-14,165,165,-1.0,15.54403889,66.2931197,524408.0744,7352688.726,14:24:30
418,437,AC-24,C,AC-24C,2022-03-14,195,195,-2.0,15.78131809,66.18466847,535204.0008,7340713.562,11:30:00
419,438,AC-25,C,AC-25C,2022-03-14,190,190,-2.0,15.92966596,66.18915009,541880.3604,7341304.369,09:48:00
420,439,AC-26,C,AC-26C,2022-03-14,70,70,-6.0,16.12773116,66.17593417,550828.7822,7339978.009,08:07:00
421,440,AC-29,C,AC-29C,2022-03-14,50,50,-8.4,16.21388604,66.13022809,554810.2752,7334956.739,06:34:30
422,441,AC-23,C,AC-23C,2022-03-15,75,75,-1.0,15.40240613,66.19702191,518122.7213,7341929.176,10:37:00
423,442,AC-38,C,AC-38C,2022-03-15,100,100,-17.0,16.11606048,65.89957289,550851.1264,7309168.337,07:18:30
424,443,AC-43,C,AC-43C,2022-03-15,160,160,-4.0,15.2080681,66.09142172,509409.665,7330115.849,07:22:30
425,444,AC-46,C,AC-46C,2022-03-15,260,260,-3.0,15.18055162,66.16762289,508140.7873,7338605.705,08:55:00
426,445,AC-22,C,AC-22C,2022-03-16,240,240,-2.0,15.74886754,66.27024759,533627.8269,7350234.324,13:09:00
427,446,AC-42,C,AC-42C,2022-03-16,125,125,,15.68504701,65.89042994,531224.7772,7307867.528,09:48:00
428,447,AC-37,C,AC-37C,2022-04-15,30,30,-5.0,15.89264784,65.90691896,540660.7363,7309824.185,10:06:00
429,1,AC-28,A,AC-28A,2023-03-26,130,130,-8.0,15.8491718,66.15323252,538308.6585,7337249.602,12:52:30
430,2,AC-25,A,AC-25A,2023-03-27,90,90,-8.0,15.84925843,66.20434872,538235.3079,7342946.922,13:50:00
431,3,AC-24,A,AC-24A,2023-03-27,80,80,-10.0,15.69390556,66.19086231,531257.926,7341357.54,11:30:00
432,4,AC-34,A,AC-34A,2023-03-25,80,80,-12.0,16.33018168,66.05549638,560237.5303,7326734.951,10:30:00
433,5,AC-30,A,AC-30A,2023-03-25,45,45,-10.0,16.32392487,66.07345377,559911.9498,7328730.193,11:32:30
434,6,AC-33,A,AC-33A,2023-03-11,80,80,-20.0,16.03670724,66.06518167,546930.7414,7327563.494,08:50:00
435,7,AC-32,A,AC-32A,2023-03-11,120,120,-10.0,15.88210448,66.05188319,539953.2836,7325974.195,10:12:30
436,8,AC-31,A,AC-31A,2023-03-07,70,70,,15.59576559,65.98449828,527055.8412,7318310.67,12:55:00
437,9,AC-29,A,AC-29A,2023-03-25,85,85,-8.0,16.14107316,66.10983041,551564.2798,7332621.634,12:42:30
438,10,AC-27,A,AC-27A,2023-03-11,140,140,-10.0,15.71649311,66.07877936,532418.2506,7328876.351,11:30:00
439,11,AC-26,A,AC-26A,2023-03-25,90,90,-10.0,16.04425364,66.16381694,547089.1167,7338562.269,13:47:30
440,12,AC-23,A,AC-23A,2023-04-17,72,72,,15.37146429,66.23064849,516707.0051,7345668.731,11:20:00
