,ID,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime,granule_time,time_difference,granule_id,orbitProp,pathNr,frameNr,mask.tif,angle.tif,VH.tif,VV.tif
60,17,18,AC-24,A,AC-24A,2017-03-31,50,50,-8.0,15.69390556,66.19086231,531257.926,7341357.54,08:02:30,16:22:17,08:19:00,S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,ASCENDING,29,216,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif
61,16,17,AC-25,A,AC-25A,2017-03-31,55,55,-10.0,15.84925843,66.20434872,538235.3079,7342946.922,06:35:00,16:22:17,09:47:00,S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,ASCENDING,29,216,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif
62,303,316,AC-24,C,AC-24C,2017-03-31,60,60,-8.0,15.78131809,66.18466847,535204.0008,7340713.562,08:02:30,16:22:17,08:19:00,S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,ASCENDING,29,216,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif
63,159,167,AC-24,B,AC-24B,2017-03-31,60,60,-8.0,15.75089585,66.21837029,533788.2675,7344453.175,08:02:30,16:22:17,08:19:00,S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,ASCENDING,29,216,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif
64,302,315,AC-25,C,AC-25C,2017-03-31,95,95,-10.0,15.92966596,66.18915009,541880.3604,7341304.369,06:35:00,16:22:17,09:47:00,S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,ASCENDING,29,216,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif
65,158,166,AC-25,B,AC-25B,2017-03-31,145,145,-10.0,15.92210788,66.22488338,541481.2433,7345282.029,06:35:00,16:22:17,09:47:00,S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,ASCENDING,29,216,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/49_2017-03-31_clip_500/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif
66,163,171,AC-28,B,AC-28B,2017-04-14,50,50,,15.93648025,66.15941633,542236.8719,7337994.957,10:55:00,05:37:41,05:17:00,S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,DESCENDING,139,372,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_VV_gamma0-rtc.tif
67,307,320,AC-28,C,AC-28C,2017-04-14,50,50,,15.90602943,66.12572896,540917.8704,7334220.113,10:55:00,05:37:41,05:17:00,S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,DESCENDING,139,372,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_VV_gamma0-rtc.tif
68,21,22,AC-28,A,AC-28A,2017-04-14,20,20,,15.8491718,66.15323252,538308.6585,7337249.602,10:55:00,05:37:41,05:17:00,S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,DESCENDING,139,372,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/48_2017-04-14_clip_500/S1A__IW___D_20170414T053741_VV_gamma0-rtc.tif
69,23,24,AC-37,A,AC-37A,2017-04-16,70,70,-10.0,15.84881121,65.9380027,538617.1852,7313260.876,04:00:00,05:21:14,01:21:00,S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,DESCENDING,168,372,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif
70,22,23,AC-33,A,AC-33A,2017-04-16,45,45,-8.0,16.03670724,66.06518167,546930.7414,7327563.494,07:05:00,05:21:14,01:43:00,S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,DESCENDING,168,372,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif
71,164,172,AC-33,B,AC-33B,2017-04-16,15,15,-8.0,16.12502754,66.06502455,550928.8997,7327614.924,07:05:00,05:21:14,01:43:00,S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,DESCENDING,168,372,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif
72,308,321,AC-33,C,AC-33C,2017-04-16,40,40,-8.0,16.08053297,66.03404496,548974.3517,7324126.804,07:05:00,05:21:14,01:43:00,S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,DESCENDING,168,372,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif
73,309,322,AC-37,C,AC-37C,2017-04-16,35,35,-10.0,15.89264784,65.90691896,540660.7363,7309824.185,04:00:00,05:21:14,01:21:00,S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,DESCENDING,168,372,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif
74,165,173,AC-37,B,AC-37B,2017-04-16,70,70,-10.0,15.93669383,65.93795328,542615.3144,7313312.254,04:00:00,05:21:14,01:21:00,S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,DESCENDING,168,372,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/47_2017-04-16_clip_500/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif
75,162,170,AC-23,B,AC-23B,2017-04-18,70,70,-10.0,15.45909231,66.2246367,520653.0315,7345024.777,06:50:00,16:22:45,09:32:00,S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif
76,166,174,AC-43,B,AC-43B,2017-04-18,80,80,-5.0,15.29647724,66.09173882,513407.6892,7330167.287,10:12:30,16:22:45,06:10:00,S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif
77,167,175,AC-46,B,AC-46B,2017-04-18,45,45,-5.0,15.26675247,66.15918547,512031.4368,7337679.111,08:38:00,16:22:45,07:44:00,S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif
78,20,21,AC-23,A,AC-23A,2017-04-18,90,90,-10.0,15.37146429,66.23064849,516707.0051,7345668.731,06:50:00,16:22:45,09:32:00,S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif
79,310,323,AC-43,C,AC-43C,2017-04-18,95,95,-5.0,15.2080681,66.09142172,509409.665,7330115.849,10:12:30,16:22:45,06:10:00,S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif
80,306,319,AC-23,C,AC-23C,2017-04-18,45,45,-10.0,15.40240613,66.19702191,518122.7213,7341929.176,06:50:00,16:22:45,09:32:00,S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif
81,24,25,AC-43,A,AC-43A,2017-04-18,200,200,-5.0,15.25159463,66.12264974,511364.1247,7333603.857,10:12:30,16:22:45,06:10:00,S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif
82,311,324,AC-46,C,AC-46C,2017-04-18,30,30,-5.0,15.18055162,66.16762289,508140.7873,7338605.705,08:38:00,16:22:45,07:44:00,S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/46_2017-04-18_clip_500/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif
83,177,185,AC-38,B,AC-38B,2018-03-15,120,120,-15.0,16.06601119,65.92904529,548515.1091,7312413.359,09:00:00,16:14:41,07:14:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
84,176,184,AC-39,B,AC-39B,2018-03-15,120,120,-15.0,16.0215596,65.89003991,546562.9883,7308032.57,10:19:00,16:14:41,05:55:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
85,320,333,AC-39,C,AC-39C,2018-03-15,85,85,-15.0,15.99713695,65.85558969,545510.8611,7304175.201,10:19:00,16:14:41,05:55:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
86,318,331,AC-37,C,AC-37C,2018-03-15,10,10,-15.0,15.89264784,65.90691896,540660.7363,7309824.185,11:55:00,16:14:41,04:19:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
87,34,36,AC-38,A,AC-38A,2018-03-15,85,85,-15.0,16.02861195,65.89659453,546872.4418,7308768.327,09:00:00,16:14:41,07:14:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
88,33,35,AC-39,A,AC-39A,2018-03-15,80,80,-15.0,15.93640688,65.88145457,542696.2178,7307015.189,10:19:00,16:14:41,05:55:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/45_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
