"","X","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle"
"42",41,10,11,"AC-30","A","AC-30A","2017-03-06","82",82,"-10",16.32392487,66.07345377,559911.9498,7328730.193,"10:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/51_2017-03-06_clip/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/51_2017-03-06_clip/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/51_2017-03-06_clip/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/51_2017-03-06_clip/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.009","0.072","43.649"
"44",43,154,162,"AC-35","B","AC-35B","2017-03-06","95",95,"-10",16.55437651,66.02318273,570477.9784,7323367.637,"12:47:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/51_2017-03-06_clip/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/51_2017-03-06_clip/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/51_2017-03-06_clip/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/51_2017-03-06_clip/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.013","0.078","44.051"
"45",44,154,162,"AC-35","B","AC-35B","2017-03-06","95",95,"-10",16.55437651,66.02318273,570477.9784,7323367.637,"12:47:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/52_2017-03-06_clip/S1A__IW___D_20170306T051304_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/52_2017-03-06_clip/S1A__IW___D_20170306T051304_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/52_2017-03-06_clip/S1A__IW___D_20170306T051304_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/52_2017-03-06_clip/S1A__IW___D_20170306T051304_VV_gamma0-rtc.tif","0.014","0.06","44.56"
"48",47,305,318,"AC-21","C","AC-21C","2017-03-17","95",95,"-5",15.54403889,66.2931197,524408.0744,7352688.726,"13:15:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/50_2017-03-17_clip/S1B__IW___A_20170317T163839_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/50_2017-03-17_clip/S1B__IW___A_20170317T163839_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/50_2017-03-17_clip/S1B__IW___A_20170317T163839_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/50_2017-03-17_clip/S1B__IW___A_20170317T163839_VV_gamma0-rtc.tif","0.014","0.08","44.406"
"50",49,19,20,"AC-21","A","AC-21A","2017-03-17","60",60,"-5",15.49256311,66.32241149,522072.9725,7355934.593,"13:15:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/50_2017-03-17_clip/S1B__IW___A_20170317T163839_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/50_2017-03-17_clip/S1B__IW___A_20170317T163839_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/50_2017-03-17_clip/S1B__IW___A_20170317T163839_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/50_2017-03-17_clip/S1B__IW___A_20170317T163839_VV_gamma0-rtc.tif","0.011","0.084","37.632"
"61",60,17,18,"AC-24","A","AC-24A","2017-03-31","50",50,"-8",15.69390556,66.19086231,531257.926,7341357.54,"10:02:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif","0.012","0.101","33.524"
"62",61,16,17,"AC-25","A","AC-25A","2017-03-31","55",55,"-10",15.84925843,66.20434872,538235.3079,7342946.922,"08:35:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif","0.008","0.058","36.135"
"63",62,303,316,"AC-24","C","AC-24C","2017-03-31","60",60,"-8",15.78131809,66.18466847,535204.0008,7340713.562,"10:02:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif","0.01","0.081","37.141"
"64",63,159,167,"AC-24","B","AC-24B","2017-03-31","60",60,"-8",15.75089585,66.21837029,533788.2675,7344453.175,"10:02:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif","0.008","0.099","27.417"
"65",64,302,315,"AC-25","C","AC-25C","2017-03-31","95",95,"-10",15.92966596,66.18915009,541880.3604,7341304.369,"08:35:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif","0.011","0.085","37.116"
"66",65,158,166,"AC-25","B","AC-25B","2017-03-31","145",145,"-10",15.92210788,66.22488338,541481.2433,7345282.029,"08:35:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/49_2017-03-31_clip/S1B__IW___A_20170331T162217_VV_gamma0-rtc.tif","0.013","0.088","38.782"
"67",66,163,171,"AC-28","B","AC-28B","2017-04-14","50",50,"default_value",15.93648025,66.15941633,542236.8719,7337994.957,"12:55:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_VV_gamma0-rtc.tif","0.016","0.098","33.419"
"68",67,307,320,"AC-28","C","AC-28C","2017-04-14","50",50,"default_value",15.90602943,66.12572896,540917.8704,7334220.113,"12:55:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_VV_gamma0-rtc.tif","0.018","0.108","31.513"
"69",68,21,22,"AC-28","A","AC-28A","2017-04-14","20",20,"default_value",15.8491718,66.15323252,538308.6585,7337249.602,"12:55:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/48_2017-04-14_clip/S1A__IW___D_20170414T053741_VV_gamma0-rtc.tif","0.018","0.106","34.288"
"70",69,23,24,"AC-37","A","AC-37A","2017-04-16","70",70,"-10",15.84881121,65.9380027,538617.1852,7313260.876,"06:00:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif","0.007","0.044","46.864"
"71",70,22,23,"AC-33","A","AC-33A","2017-04-16","45",45,"-8",16.03670724,66.06518167,546930.7414,7327563.494,"09:05:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif","0.037","0.145","42.169"
"72",71,164,172,"AC-33","B","AC-33B","2017-04-16","15",15,"-8",16.12502754,66.06502455,550928.8997,7327614.924,"09:05:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif","0.028","0.117","29.808"
"73",72,308,321,"AC-33","C","AC-33C","2017-04-16","40",40,"-8",16.08053297,66.03404496,548974.3517,7324126.804,"09:05:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif","0.03","0.126","43.847"
"74",73,309,322,"AC-37","C","AC-37C","2017-04-16","35",35,"-10",15.89264784,65.90691896,540660.7363,7309824.185,"06:00:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif","0.013","0.08","45.292"
"75",74,165,173,"AC-37","B","AC-37B","2017-04-16","70",70,"-10",15.93669383,65.93795328,542615.3144,7313312.254,"06:00:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/47_2017-04-16_clip/S1A__IW___D_20170416T052114_VV_gamma0-rtc.tif","0.017","0.081","45.222"
"76",75,162,170,"AC-23","B","AC-23B","2017-04-18","70",70,"-10",15.45909231,66.2246367,520653.0315,7345024.777,"08:50:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif","0.014","0.109","33.192"
"77",76,166,174,"AC-43","B","AC-43B","2017-04-18","80",80,"-5",15.29647724,66.09173882,513407.6892,7330167.287,"12:12:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif","0.06","0.244","32.396"
"78",77,167,175,"AC-46","B","AC-46B","2017-04-18","45",45,"-5",15.26675247,66.15918547,512031.4368,7337679.111,"10:38:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif","0.016","0.132","31.945"
"79",78,20,21,"AC-23","A","AC-23A","2017-04-18","90",90,"-10",15.37146429,66.23064849,516707.0051,7345668.731,"08:50:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif","0.026","0.182","25.803"
"80",79,310,323,"AC-43","C","AC-43C","2017-04-18","95",95,"-5",15.2080681,66.09142172,509409.665,7330115.849,"12:12:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/46_2017-04-18_clip/S1A__IW___A_20170418T162245_VV_gamma0-rtc.tif","0.015","0.131","33.192"
