"","X","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle"
"264",263,372,390,"AC-32","C","AC-32C","2020-04-28","240+",240,"-1",15.94437763,66.0264787,542816.3157,7323183.87,"11:56:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.044","0.229","29.165"
"265",264,82,89,"AC-22","A","AC-22A","2020-04-28","190",190,"-1",15.66018048,66.26705978,529649.2181,7349834.175,"08:20:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.011","0.105","31.809"
"266",265,81,88,"AC-23","A","AC-23A","2020-04-28","80",80,"-3",15.37146429,66.23064849,516707.0051,7345668.731,"04:47:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.009","0.067","39.831"
"267",266,370,388,"AC-21","C","AC-21C","2020-04-28","165",165,"-3",15.54403889,66.2931197,524408.0744,7352688.726,"06:13:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.012","0.097","31.922"
"268",267,369,387,"AC-22","C","AC-22C","2020-04-28","240+",240,"-1",15.74886754,66.27024759,533627.8269,7350234.324,"08:20:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.006","0.062","30.748"
"269",268,368,386,"AC-23","C","AC-23C","2020-04-28","95",95,"-3",15.40240613,66.19702191,518122.7213,7341929.176,"04:47:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.016","0.121","35.602"
"270",269,371,389,"AC-31","C","AC-31C","2020-04-28","90",90,"-10",15.68346284,65.98772306,531034.4515,7318710.707,"12:34:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.015","0.099","37.311"
"271",270,83,90,"AC-21","A","AC-21A","2020-04-28","200",200,"-3",15.49256311,66.32241149,522072.9725,7355934.593,"06:13:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.008","0.079","39.218"
"272",271,84,91,"AC-31","A","AC-31A","2020-04-28","150",150,"-10",15.59576559,65.98449828,527055.8412,7318310.67,"12:34:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.013","0.085","38.334"
"273",272,85,92,"AC-32","A","AC-32A","2020-04-28","240+",240,"-1",15.88210448,66.05188319,539953.2836,7325974.195,"11:56:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.009","0.098","34.144"
"274",273,224,237,"AC-23","B","AC-23B","2020-04-28","125",125,"-3",15.45909231,66.2246367,520653.0315,7345024.777,"04:47:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.009","0.091","34.048"
"275",274,225,238,"AC-22","B","AC-22B","2020-04-28","240+",240,"-1",15.6976547,66.29959822,531291.7265,7353479.21,"08:20:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.008","0.084","31.083"
"276",275,226,239,"AC-21","B","AC-21B","2020-04-28","195",195,"-3",15.58142379,66.32569497,526051.5524,7356334.762,"06:13:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.007","0.069","34.48"
"277",276,227,240,"AC-31","B","AC-31B","2020-04-28","135",135,"-10",15.63274264,66.01705338,528698.4479,7321955.65,"12:34:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.01","0.098","32.7"
"278",277,228,241,"AC-32","B","AC-32B","2020-04-28","240+",240,"-1",15.96743701,66.06109946,543802.1738,7327058.39,"11:56:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/24_2020-04-28_clip/S1B__IW___D_20200428T053705_VV_gamma0-rtc.tif","0.009","0.131","27.452"
"280",279,381,399,"AC-26","C","AC-26C","2020-04-29","130",130,"-3",16.12773116,66.17593417,550828.7822,7339978.009,"07:17:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.008","0.055","40.088"
"282",281,87,94,"AC-30","A","AC-30A","2020-04-29","130",130,"-5",16.32392487,66.07345377,559911.9498,7328730.193,"04:20:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.007","0.062","34.382"
"284",283,94,101,"AC-26","A","AC-26A","2020-04-29","150",150,"-3",16.04425364,66.16381694,547089.1167,7338562.269,"07:17:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.012","0.08","39.788"
"286",285,90,97,"AC-24","A","AC-24A","2020-04-29","140",140,"-2",15.69390556,66.19086231,531257.926,7341357.54,"10:17:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.011","0.076","39.246"
"287",286,88,95,"AC-29","A","AC-29A","2020-04-29","95",95,"-5",16.14107316,66.10983041,551564.2798,7332621.634,"05:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/22_2020-04-29_clip/S1A__IW___D_20200429T052957_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/22_2020-04-29_clip/S1A__IW___D_20200429T052957_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/22_2020-04-29_clip/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/22_2020-04-29_clip/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif","0.017","0.082","41.742"
"290",289,89,96,"AC-25","A","AC-25A","2020-04-29","180",180,"-3",15.84925843,66.20434872,538235.3079,7342946.922,"09:09:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.006","0.059","37.524"
"292",291,86,93,"AC-34","A","AC-34A","2020-04-29","210",210,"-5",16.33018168,66.05549638,560237.5303,7326734.951,"03:16:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.007","0.057","29.96"
"294",293,229,242,"AC-34","B","AC-34B","2020-04-29","195",195,"-5",16.41726798,66.06140904,564165.8276,7327480.284,"03:16:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.006","0.051","39.042"
"296",295,230,243,"AC-30","B","AC-30B","2020-04-29","90",90,"-5",16.3475215,66.10802569,560896.7912,7332605.764,"04:20:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.009","0.09","26.929"
"298",297,377,395,"AC-24","C","AC-24C","2020-04-29","150",150,"-2",15.78131809,66.18466847,535204.0008,7340713.562,"10:17:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.007","0.05","38.746"
"300",299,376,394,"AC-25","C","AC-25C","2020-04-29","210",210,"-3",15.92966596,66.18915009,541880.3604,7341304.369,"09:09:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.007","0.056","35.393"
"301",300,375,393,"AC-29","C","AC-29C","2020-04-29","240+",240,"-5",16.21388604,66.13022809,554810.2752,7334956.739,"05:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/22_2020-04-29_clip/S1A__IW___D_20200429T052957_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/22_2020-04-29_clip/S1A__IW___D_20200429T052957_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/22_2020-04-29_clip/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/22_2020-04-29_clip/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif","0.008","0.061","35.138"
"302",301,375,393,"AC-29","C","AC-29C","2020-04-29","240+",240,"-5",16.21388604,66.13022809,554810.2752,7334956.739,"05:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.008","0.06","35.138"
"304",303,374,392,"AC-30","C","AC-30C","2020-04-29","90",90,"-5",16.40948664,66.08242527,563760.9059,7329814.416,"04:20:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.006","0.033","38.74"
"306",305,373,391,"AC-34","C","AC-34C","2020-04-29","70",70,"-5",16.38630033,66.02781699,562846.7651,7323705.379,"03:16:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.009","0.061","36.189"
"308",307,231,244,"AC-29","B","AC-29B","2020-04-29","160",160,"-5",16.13381444,66.1455831,551164.1776,7336600.318,"05:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.008","0.058","35.811"
"310",309,232,245,"AC-25","B","AC-25B","2020-04-29","50",50,"-3",15.92210788,66.22488338,541481.2433,7345282.029,"09:09:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.012","0.095","33.723"
